teryt;wteryt;nazwa;firmyRz;przychodRz;wynikNettoRz;hotele2012;hotele2017;wSzkoly;absolwenci;przychodMF;nuts1;status;areaH;areakm;pop;popkm;rankA;rankP
2463;24;m.Chorzów;10;4737577;-9743;5;7;1;1703;267.79;s;c;3324;33;109021;3280;59;36
2464;24;m.Częstochowa;0;0;0;9;11;6;5065;273.16;s;c;15971;160;224376;1405;13;13
2465;24;m.DąbrowaGórnicza;0;0;0;5;5;2;1626;297.48;s;c;18873;189;121121;642;10;30
2466;24;m.Gliwice;0;0;0;13;15;2;7963;345.67;s;c;13388;134;181309;1354;19;19
2467;24;m.Jastrzębie-Zdrój;2;9300892;2585089;3;5;0;0;271.28;s;c;8533;85;89590;1050;33;43
2468;24;m.Jaworzno;0;0;0;4;5;0;0;297.7;s;c;15259;153;92090;604;14;41
2469;24;m.Katowice;40;55242230;2354181;19;20;11;17567;395.83;s;c;16464;165;296262;1799;12;11
2470;24;m.Mysłowice;6;2446228;191381;0;0;0;79;307.71;s;c;6562;66;74647;1138;45;48
2471;24;m.PiekaryŚląskie;0;0;0;4;6;0;0;256.33;s;c;3998;40;55652;1392;55;59
2472;24;m.RudaŚląska;0;0;0;2;3;1;16;270.05;s;c;7773;78;138578;1783;40;26
2473;24;m.Rybnik;0;0;0;8;6;0;0;275.82;s;c;14836;148;139129;938;16;25
2474;24;m.SiemianowiceŚląskie;0;0;0;2;2;0;0;266.55;s;c;2550;25;67523;2648;63;51
2475;24;m.Sosnowiec;0;0;0;3;7;3;801;280.16;s;c;9106;91;204013;2240;28;15
2476;24;m.Świętochłowice;0;0;0;1;1;0;0;218.23;s;c;1331;13;50385;3785;65;61
2477;24;m.Tychy;16;13188876;591003;10;10;0;64;341.05;s;c;8181;82;128211;1567;37;27
2478;24;m.Zabrze;10;6658132;-59537;7;10;0;0;243.66;s;c;8040;80;174349;2169;38;20
2479;24;m.Żory;0;0;0;3;5;0;97;263.19;s;c;6464;65;62243;963;47;56
2601;26;buski;2;541180;5179;10;16;0;0;153.87;c;;96800;968;72323;75;134;158
2602;26;jędrzejowski;4;2508251;200283;2;4;0;0;137.03;c;;125696;1257;86560;69;72;111
2603;26;kazimierski;1;557933;7327;1;3;0;0;90.39;c;;42218;422;34049;81;297;305
2604;26;kielecki;11;6399144;709740;21;36;0;0;158.38;c;;224607;2246;210102;94;5;6
2605;26;konecki;4;856533;27877;9;9;0;0;142.09;c;;113972;1140;81315;71;96;124
2606;26;opatowski;1;468782;0;1;4;0;0;122.15;c;;91090;911;53028;58;152;233
2607;26;ostrowiecki;0;0;0;9;9;1;524;175.18;c;;61678;617;111111;180;250;66
2608;26;pińczowski;3;3021060;46262;1;2;1;57;139.31;c;;61285;613;39497;64;254;287
2609;26;sandomierski;1;1894226;49830;11;11;2;86;150.55;c;;67589;676;78405;116;227;135
2610;26;skarżyski;2;3780212;33825;5;8;0;0;185.26;c;;39543;395;75673;191;302;147
2611;26;starachowicki;2;717488;22532;3;3;0;0;176.88;c;;52341;523;90888;174;277;97
2612;26;staszowski;1;234403;-30042;4;5;0;0;156.74;c;;92480;925;72456;78;150;156
2613;26;włoszczowski;1;164909;-267;4;3;0;0;138.04;c;;90786;908;45521;50;153;262
2661;26;m.Kielce;0;0;0;25;27;8;7975;295.57;c;c;10965;110;196804;1795;24;17
2801;28;bartoszycki;0;0;0;5;5;0;32;148.93;n;;130749;1307;58435;45;62;204
2802;28;braniewski;0;0;0;5;5;0;0;154.05;n;;120165;1202;41675;35;86;279
2803;28;działdowski;2;360400;24135;6;7;0;0;157.05;n;;95393;954;65772;69;140;181
2804;28;elbląski;3;744564;5830;5;4;0;0;140.8;n;;141558;1416;57955;41;44;207
2805;28;ełcki;2;859867;20900;8;7;0;131;155.19;n;;111279;1113;91022;82;105;95
2806;28;giżycki;1;583739;49973;13;19;0;0;175.72;n;;111951;1120;56922;51;102;213
2818;28;gołdapski;3;670451;23896;5;5;0;0;126.07;n;;77229;772;27062;35;191;310
2807;28;iławski;0;0;0;10;14;0;89;173.55;n;;138522;1385;92811;67;52;93
2808;28;kętrzyński;0;0;0;7;4;0;0;147.12;n;;121299;1213;63470;52;84;188
2809;28;lidzbarski;0;0;0;3;5;0;0;147.19;n;;92500;925;41840;45;149;278
2810;28;mrągowski;0;0;0;31;28;0;0;165.96;n;;106538;1065;50381;47;108;243
2811;28;nidzicki;0;0;0;3;2;0;0;126.02;n;;96064;961;33239;35;139;307
2812;28;nowomiejski;3;1169843;30280;3;2;0;0;127.49;n;;69393;694;44104;64;221;267
2813;28;olecki;1;324972;773;2;3;0;0;138.18;n;;87360;874;34600;40;161;303
2814;28;olsztyński;0;0;0;10;12;0;0;202.06;n;;283802;2837;125220;44;2;42
2815;28;ostródzki;4;1294403;60635;16;18;0;0;164.42;n;;176629;1766;105318;60;17;78
2816;28;piski;1;236193;5349;10;10;0;0;132.32;n;;177458;1775;56933;32;16;212
2817;28;szczycieński;0;0;0;6;8;1;1103;153.32;n;;193321;1933;70153;36;9;166
2819;28;węgorzewski;0;0;0;2;4;0;0;141.92;n;;69322;693;23068;33;222;312
2861;28;m.Elbląg;2;830831;10104;11;11;2;856;252.07;n;c;7982;80;120895;1515;39;31
2862;28;m.Olsztyn;11;12393096;491841;16;16;4;7364;305.66;n;c;8833;88;173070;1959;29;21
3001;30;chodzieski;2;341298;6538;12;10;0;0;195.06;nw;;68506;685;47341;69;224;253
3002;30;czarnkowsko-trzcianecki;1;664786;25287;8;7;0;16;175.42;nw;;180605;1805;87570;48;14;107
3003;30;gnieźnieński;11;54951093;1850434;21;14;2;385;201.37;nw;;125503;1256;145333;116;74;28
3004;30;gostyński;5;1809860;110952;6;4;0;0;236.41;nw;;81025;810;76087;94;175;145
3005;30;grodziski(wielkopolskie);6;1961062;-46727;5;5;0;0;194.51;nw;;64187;642;51701;81;239;239
3006;30;jarociński;2;552465;10796;6;6;0;0;187.22;nw;;58729;587;71741;122;258;160
3007;30;kaliski;0;0;0;5;9;0;0;163.4;nw;;115999;1160;83124;72;93;120
3008;30;kępiński;3;1319646;-16437;3;4;0;0;277.75;nw;;60826;608;56394;93;255;218
3009;30;kolski;0;0;0;5;6;0;0;168.08;nw;;101071;1011;87790;87;125;105
3010;30;koniński;0;0;0;14;15;0;0;159.29;nw;;157839;1578;129715;82;29;38
3011;30;kościański;3;850744;32066;6;5;0;0;205.32;nw;;72242;722;79253;110;208;129
3012;30;krotoszyński;3;6588329;410695;6;6;0;0;192.61;nw;;71368;714;77720;109;210;139
3013;30;leszczyński;0;0;0;13;13;0;0;176.03;nw;;80581;806;55883;69;178;221
3014;30;międzychodzki;1;495341;651;4;4;0;0;184.54;nw;;73644;736;36987;50;200;295
3015;30;nowotomyski;6;2754479;229345;9;10;0;85;223.41;nw;;101362;1014;75164;74;124;149
3016;30;obornicki;5;2871187;29142;3;3;0;0;192.75;nw;;71104;711;59726;84;213;198
3017;30;ostrowski(wielkopolskie);8;4380110;200334;12;13;0;219;212.42;nw;;116012;1160;161763;139;92;15
3018;30;ostrzeszowski;0;0;0;4;3;0;0;189.13;nw;;77263;773;55479;72;189;224
3019;30;pilski;0;0;0;14;11;2;521;214.45;nw;;126821;1268;137104;108;69;32
3020;30;pleszewski;9;6764647;257941;3;6;0;0;162.22;nw;;71307;713;63218;89;211;189
3021;30;poznański;0;0;0;48;50;0;0;371.95;nw;;189988;1900;381630;201;10;1
3022;30;rawicki;3;2909218;119363;4;3;0;0;194.54;nw;;55352;554;60409;109;268;196
3023;30;słupecki;3;2041733;35387;2;3;1;0;167.07;nw;;83801;838;59576;71;168;200
3024;30;szamotulski;12;38698365;552113;6;6;0;0;230.94;nw;;111929;1119;90920;81;103;96
3025;30;średzki(wielkopolskie);4;1096434;-44874;6;7;1;309;221.7;nw;;62386;624;58155;93;245;206
3026;30;śremski;1;270634;1079;6;5;0;0;211.69;nw;;57410;574;61229;107;265;193
3027;30;turecki;2;1211336;35197;5;4;0;0;184.28;nw;;92943;929;84267;91;147;118
3028;30;wągrowiecki;0;0;0;3;2;0;53;167.8;nw;;103965;1040;70212;68;117;165
3029;30;wolsztyński;0;0;0;10;9;0;0;211.11;nw;;67973;680;57289;84;225;211
3030;30;wrzesiński;7;2444628;83047;7;8;0;0;226.46;nw;;70357;704;77361;110;217;140
3031;30;złotowski;0;0;0;3;4;0;0;153.32;nw;;166017;1660;69780;42;22;167
3061;30;m.Kalisz;3;731536;18371;8;9;1;1074;315.69;nw;c;6942;69;101625;1464;43;38
3062;30;m.Konin;0;0;0;2;2;3;734;266.01;nw;c;8216;82;74834;911;36;47
3063;30;m.Leszno;4;1607647;38093;6;5;2;673;307.29;nw;c;3186;32;64197;2015;61;53
3064;30;m.Poznań;62;117762973;3037578;60;73;24;32531;434.03;nw;c;26191;262;538633;2057;8;5
3201;32;białogardzki;1;421067;67049;2;2;0;0;156.75;nw;;84546;845;48041;57;166;250
3202;32;choszczeński;0;0;0;4;3;0;0;147.22;nw;;132763;1328;48906;37;60;248
3203;32;drawski;9;12849567;172872;4;6;0;0;165.08;nw;;176424;1764;57729;33;19;208
3204;32;goleniowski;5;8195236;231187;5;10;0;0;207.51;nw;;161548;1616;82567;51;27;122
3205;32;gryficki;0;0;0;14;13;0;1;162.84;nw;;101737;1017;60885;60;122;194
3206;32;gryfiński;1;176465;12676;8;7;0;0;167.29;nw;;186911;1870;82951;44;13;121
3207;32;kamieński;0;0;0;17;19;0;0;177.72;nw;;100344;1003;47281;47;127;254
3208;32;kołobrzeski;1;266218;3996;26;29;0;47;229.01;nw;;72466;725;79596;110;207;127
3209;32;koszaliński;0;0;0;12;15;0;0;190.11;nw;;165346;1653;66269;40;24;177
3218;32;łobeski;0;0;0;1;3;0;0;139.62;nw;;106513;1065;37401;35;109;293
3210;32;myśliborski;1;174648;3848;7;7;0;0;170.5;nw;;118240;1182;66648;56;87;173
3211;32;policki;0;0;0;7;6;0;0;350.98;nw;;66533;665;78333;118;233;136
3212;32;pyrzycki;2;549756;28883;0;2;0;0;131.02;nw;;72600;726;39873;55;206;286
3213;32;sławieński;0;0;0;6;8;0;0;161.75;nw;;104320;1043;56764;54;113;215
3214;32;stargardzki;2;2206992;75263;8;11;0;78;194.62;nw;;151994;1520;120091;79;35;47
3215;32;szczecinecki;4;3347348;-14965;5;6;0;60;177.7;nw;;176542;1766;78232;44;18;137
3216;32;świdwiński;0;0;0;2;1;0;0;167.39;nw;;109306;1093;47643;44;106;252
3217;32;wałecki;0;0;0;6;7;1;102;168.7;nw;;141498;1415;53738;38;45;230
3261;32;m.Koszalin;4;1297481;23952;9;10;3;2126;281.61;nw;c;9834;98;107670;1095;27;37
3262;32;m.Szczecin;0;0;0;30;32;12;9443;289.65;nw;c;30060;301;403883;1344;3;7
3263;32;m.Świnoujście;1;390140;100332;25;28;0;0;252.88;nw;c;20207;202;41032;203;9;65
