no;name;movies
1101;Wolfgang Kieling;2
1102;Molly O'Day;2
1103;Kewpie Morgan;2
1104;Burke De Boer;2
1105;Claire Windsor;2
1106;Eddie Perez;2
1107;Yavuz Selekman;2
1108;Margaret Lindsay;2
1109;Ruth Dwyer;2
1110;Shug Fisher;2
1111;Fred Starr;2
1112;Nikos Kourkoulos;2
1113;Sirmar Antunes;2
1114;Bill Oberst Jr.;2
1115;Manuel Monroy;2
1116;Neal Ohmart;2
1117;Carmen Bailey;2
1118;Natalie Kingston;2
1119;Eli Wallach;2
1120;Marie Quillan;2
1121;Ricardo Palacios;2
1122;Mary Wynn;2
1123;Lupita Tovar;2
1124;Jack La Rue;2
1125;Alejandro Reyna;2
1126;Evelyn Venable;2
1127;Phyllis Haver;2
1128;V.L. Barnes;2
1129;Hagen Smith;2
1130;Luis Avalos;2
1131;Ben Hall;2
1132;Noreen Nash;2
1133;S.Z. Sakall;2
1134;Brian Wimmer;2
1135;Roberta Gale;2
1136;Dustin Lane;2
1137;Gwen Gaze;2
1138;Marilyn Maxwell;2
1139;Stewart Petersen;2
1140;Alan Hale;2
1141;Mariangela Giordano;2
1142;Gail Patrick;2
1143;Horst Schulze;2
1144;Mala Powers;2
1145;Raúl Luzardo;2
1146;Hayal Sirer;2
1147;Pedro Regas;2
1148;Miriam Jurado;2
1149;Jean Reno;2
1150;Atif Kaptan;2
1151;Joan Hackett;2
1152;Frances Conrad;2
1153;Colin Kenny;2
1154;Harold Landon;2
1155;Carlos Alberto;2
1156;Michael Madsen;2
1157;Rod Steiger;2
1158;Yasar Güçlü;2
1159;Sonny Tufts;2
1160;Lilian Bond;2
1161;Sheila Terry;2
1162;Charlie Davao;2
1163;Sidney Franklin;2
1164;Mae Clarke;2
1165;Alice Claire Elliott;2
1166;Gene Roth;2
1167;Marta Padovan;2
1168;Ramon Revilla;2
1169;Darrell Foss;2
1170;Carolyn Wagner;2
1171;Patsy De Forest;2
1172;Buddy Clements;2
1173;Phyllis Adair;2
1174;Cuco Sánchez;2
1175;John Copeland;2
1176;Gail Russell;2
1177;Anthony Perkins;2
1178;John Steiner;2
1179;Dorothy Janis;2
1180;Patricio Contreras;2
1181;Seyhan Gümüs;2
1182;Inger Stevens;2
1183;Lucille Lund;2
1184;Leon Niemczyk;2
1185;Wade Crosby;2
1186;Vic Pacia;2
1187;Victor Mature;2
1188;Edward Howard;2
1189;George Beranger;2
1190;Alfonso Mejía;2
1191;Jean Peters;2
1192;Diana Reed;2
1193;Jean Brooks;2
1194;Robert Taber;2
1195;Gérard Barray;2
1196;Bomber Moran;2
1197;Clyde Cook;2
1198;Diana Miller;2
1199;Ray Hanford;2
1200;Enver Dönmez;2
1201;Christopher Walken;2
1202;Phyllis Barrington;2
1203;Lisa Montell;2
1204;Olivia de Havilland;2
1205;Tess Harper;2
1206;Marcella Michelangeli;2
1207;James Newill;2
1208;Dutch Maley;2
1209;Luz María Aguilar;2
1210;Leonard Trainor;2
1211;George Kunkel;2
1212;Francisco Cataldo;2
1213;Barry Kelley;2
1214;Vince Barnett;2
1215;Janis Paige;2
1216;Frank Newton;2
1217;Martha Roth;2
1218;Juan Peláez;2
1219;Tom O'Brien;2
1220;Rosenda Bernal;2
1221;Roy Bassett;2
1222;Maria Francesca;2
1223;Sergio Barrios;2
1224;Howard Keel;2
1225;Richard Conte;2
1226;Luigi Giuliani;2
1227;Samuel S. Hinds;2
1228;Tex Harding;2
1229;Gloria Marín;2
1230;Jo Morrow;2
1231;Nina Quartero;2
1232;Rusty Dillen;2
1233;Willie Sotelo;2
1234;Robert F. McGowan;2
1235;Michael Dante;2
1236;Maude George;3
1237;Pierre Watkin;3
1238;Frank Keenan;3
1239;Claudie Lange;3
1240;Armando Soto La Marina;3
1241;Leyla Basar;3
1242;Genee Boutell;3
1243;Seena Owen;3
1244;José Jaspe;3
1245;Dean Stockwell;3
1246;James Garner;3
1247;Hélène Chanel;3
1248;James O. Barrows;3
1249;Sylvia Breamer;3
1250;Eddie Barry;3
1251;Murray Miller;3
1252;J. Frank Burke;3
1253;Edwards Davis;3
1254;Jesús Gómez;3
1255;Jack Kenny;3
1256;Michael Forest;3
1257;María Luz Galicia;3
1258;Tex O'Reilly;3
1259;William R. Dunn;3
1260;Dean Martin;3
1261;Frank LaRue;3
1262;Roy Roberts;3
1263;Mara Corday;3
1264;Clyde McClary;3
1265;Andrew W. Walker;3
1266;Bruce Davison;3
1267;Bessie Barredo;3
1268;George Ovey;3
1269;Beverly Tyler;3
1270;Frederick Moore;3
1271;David Kirby;3
1272;Milton Kibbee;3
1273;David Carradine;3
1274;Davison Clark;3
1275;Emmett King;3
1276;Mario Novelli;3
1277;Skeeter Bill Robbins;3
1278;Allison Hayes;3
1279;Dorothy Lee;3
1280;L.M. Wells;3
1281;Leo White;3
1282;Nuria Torray;3
1283;Neola May;3
1284;Renato Baldini;3
1285;John Smiley;3
1286;Janet Shaw;3
1287;Gloria Shea;3
1288;Imelda Ilanan;3
1289;Bo Hopkins;3
1290;Crispian Belfrage;3
1291;Russ Tamblyn;3
1292;Noel Francis;3
1293;Wanda McKay;3
1294;Andy Poe;3
1295;José Truchado;3
1296;Milan Peschel;3
1297;Rossano Brazzi;3
1298;Ana Luisa Peluffo;3
1299;Elias Bullock;3
1300;Bert Woodruff;3
1301;Marshall R. Teague;3
1302;Özdemir Akin;3
1303;Wotan Wilke Möhring;3
1304;Barbara Hershey;3
1305;Jane Nigh;3
1306;Jack Padjan;3
1307;Louisa Stark;3
1308;Kristine Miller;3
1309;Helen Lynch;3
1310;Bob Terry;3
1311;George Brent;3
1312;Milton J. Fahrney;3
1313;Joseph Singleton;3
1314;Mignonne Golden;3
1315;Hugh Saxon;3
1316;Milla Davenport;3
1317;Anna Lehr;3
1318;Albert Salmi;3
1319;Maureen Hingert;3
1320;Rex Lapid;3
1321;Mae Busch;3
1322;Franco Borelli;3
1323;Francis Walker;3
1324;Alberto de Mendoza;3
1325;Guy Usher;3
1326;Don Haggerty;3
1327;Seyyal Taner;3
1328;Gig Young;3
1329;John Mills;3
1330;Margaret Field;3
1331;Gino Corrado;3
1332;Kiefer Sutherland;3
1333;Adriana Ambesi;3
1334;Johnny Wilson;3
1335;Anna Gonzales;3
1336;Lorenzo Fineschi;3
1337;Hal Wilson;3
1338;Jan Bryant;3
1339;Enid Markey;3
1340;William Gillis;3
1341;Jack Gardner;3
1342;Javier Solís;3
1343;Ana Bertha Lepe;3
1344;Dan Beck;3
1345;Reiko Sassamori;3
1346;Susan Tyrrell;3
1347;Frances Gifford;3
1348;White Flash;3
1349;Walter Matthau;3
1350;Ray Middleton;3
1351;Virginia Lee;3
1352;Karin Dor;3
1353;Colleen Moore;3
1354;Jack Rollens;3
1355;Harald Leipnitz;3
1356;Cliff Edwards;3
1357;Chris Avram;3
1358;Charles West;3
1359;Gina Laforteza;3
1360;Scott Glenn;3
1361;Jô Shishido;3
1362;John Miljan;3
1363;Charles Colby;3
1364;Ezar Visenio;3
1365;Russell Hopton;3
1366;Geoff Barron;3
1367;Jay C. Flippen;3
1368;Rosario del Pilar;3
1369;Robin Aristorenas;3
1370;Patricia Knox;3
1371;Dot Farley;3
1372;Al Wilson;3
1373;Irfan Atasoy;3
1374;James Brown;3
1375;Lyle Bettger;3
1376;Rita Moreno;3
1377;James Mitchum;3
1378;Rosemarie Gil;3
1379;Evangelina Elizondo;3
1380;Ray Teal;3
1381;Ruth Roman;3
1382;Alys Murrell;3
1383;Bill Nestell;3
1384;Geneva Mitchell;3
1385;Patsy Ruth Miller;3
1386;Erville Alderson;3
1387;Val Kilmer;3
1388;Harry Tenbrook;3
1389;Victor Allen;3
1390;Jack Connolly;3
1391;Susan Clark;3
1392;Charles Schaeffer;3
1393;Arthur Loft;3
1394;Barbara Kent;3
1395;Lynne Carver;3
1396;Walter Barnes;3
1397;Art Davis;3
1398;Leo Gordon;3
1399;Claudia Islas;3
1400;Jack Walters;3
1401;Dan Vadis;3
1402;Tom Wilson;3
1403;Paul Newman;3
1404;Bambi Allen;3
1405;Clarence Burton;3
1406;Djoko Rosic;3
1407;Bernabé Melendrez;3
1408;Mila Montañez;3
1409;Gary Busey;3
1410;Lloyd Whitlock;3
1411;Howard Duff;3
1412;Ervin Renard;3
1413;Romaine Fielding;3
1414;Forrest Stanley;3
1415;Rodolfo Hoyos Jr.;3
1416;Doreen Turner;3
1417;Kevin Sorbo;3
1418;Fernando Rey;3
1419;Kisaburô Kurihara;3
1420;Mildred Coles;3
1421;Simonetta Vitelli;3
1422;Herbert Heyes;3
1423;Silvia Solar;3
1424;Robert Wagner;3
1425;Shepperd Strudwick;3
1426;Artie Ortego;3
1427;Alma Rubens;3
1428;Mitchell Lewis;3
1429;Víctor Manuel Mendoza;3
1430;Jeff Fahey;3
1431;Mary MacLaren;3
1432;Jing Abalos;3
1433;Audrey Long;3
1434;Paul Kelly;3
1435;Marlon Brando;3
1436;Enrique Lucero;3
1437;Barbara Leonard;3
1438;Victoria Vinton;3
1439;Alberto Dell'Acqua;3
1440;Edwin Wallock;3
1441;Pamela Tudor;3
1442;Matthew Ryan Anderson;3
1443;Nola Luxford;3
1444;Gérard Herter;3
1445;Martin Kove;3
1446;Eddie Dunn;3
1447;Edward Heim;3
1448;Levent Çakir;3
1449;Dorothy Dalton;3
1450;Henry Wilcoxon;3
1451;Charles McHugh;3
1452;Carl Benton Reid;3
1453;Frank MacQuarrie;3
1454;L.Q. Jones;3
1455;Diane Brewster;3
1456;Fiorella Mannoia;3
1457;Mabel Ballin;3
1458;John Doucette;3
1459;Nik Xhelilaj;3
1460;Winifred Kingston;3
1461;Robert Gordon;3
1462;Walter Perkins;3
1463;Jane Russell;3
1464;Irving Bacon;3
1465;Slim Cole;3
1466;María Martín;3
1467;Marion Weldon;3
1468;Joe Goodboy;3
1469;Don Megowan;3
1470;Gary Merrill;3
1471;Louis Bennison;3
1472;Sebastião Grandim;3
1473;Al J. Jennings;3
1474;Lee Hill;3
1475;Marian Nixon;3
1476;Slim Summerville;3
1477;Richard Rust;3
1478;Bill McKinney;3
1479;Bob Williamson;3
1480;Archie Twitchell;3
1481;Terry Moore;3
1482;Arnold Korff;3
1483;Ron Soble;3
1484;Dolores Rousse;3
1485;José Bódalo;3
1486;Mario Escudero;3
1487;Al Kaufman;3
1488;Jack Waltemeyer;3
1489;Sidney De Gray;3
1490;Danny Rojo;3
1491;Jerome La Grasse;3
1492;Alma Deer;3
1493;Colleen Miller;3
1494;Thurston Hall;3
1495;Colea Rautu;3
1496;Clarence Arper;3
1497;Emilio Garibay;3
1498;Audrey Dalton;3
1499;William Bendix;3
1500;Robert Arthur;3
1501;René Cardona Jr.;3
1502;Gladys Brockwell;3
1503;Alberto Mariscal;3
1504;Jean Hersholt;3
1505;Stanley Fields;3
1506;Rupert Julian;3
1507;Jan Clayton;3
1508;Floyd Shackelford;3
1509;Luciana Gilli;3
1510;Luciano Conti;3
1511;Raúl Ramírez;3
1512;Germán Cobos;3
1513;Maurice Poli;3
1514;Francis X. Bushman;3
1515;Andrée Tourneur;3
1516;Jerry Chesser;3
1517;Frances Dee;3
1518;Roberto Miali;3
1519;Marty Robbins;3
1520;Weldon Heyburn;3
1521;Mattie Witting;3
1522;Arnold Mendoza;3
1523;June Johnson;3
1524;Don C. Harvey;3
1525;José Manuel Martín;3
1526;Glynn Praesel;3
1527;Rhonda Fleming;3
1528;Agnès Spaak;3
1529;Rosemary Theby;3
1530;Renée Adorée;3
1531;Michael Gregory;3
1532;Lucha Moreno;3
1533;Candice Bergen;3
1534;Cristina Penz;3
1535;Victor Potel;3
1536;Pauline Moore;3
1537;Robert Hossein;3
1538;Carl von Schiller;3
1539;Albert Morrison;3
1540;Harry Carter;3
1541;Anne Sheridan;3
1542;William V. Mong;3
1543;Ray Childs;3
1544;Dorothy Dunbar;3
1545;Nancy Deaver;3
1546;Doris Brook;3
1547;Daniel Martín;3
1548;Blanche Sweet;3
1549;Charles Stevens;3
1550;Troy Donahue;3
1551;Fay McKenzie;3
1552;Patrick Stark;3
1553;Hilliard Karr;3
1554;Irene Hunt;3
1555;Francis X. Bushman Jr.;3
1556;William B. Davidson;3
1557;R. Henry Grey;3
1558;Von Serna;3
1559;Dada Gallotti;3
1560;Giulia Rubini;3
1561;Hugh Allan;3
1562;Mary Jane Irving;3
1563;George Stanley;3
1564;Gustavo Rojo;3
1565;Frank Lovejoy;3
1566;Marjorie Lord;3
1567;Robert Hutton;3
1568;Helen Broneau;3
1569;Marie Wells;3
1570;John Richardson;3
1571;James Warren;3
1572;Fernando Fernández;3
1573;Giacomo Rossi Stuart;3
1574;Lita Milan;3
1575;Chuck Morrison;3
1576;Frank Borzage;3
1577;Texas Guinan;3
1578;Charles Thurston;3
1579;Nell Brantley;3
1580;Edith Storey;3
1581;Heinie Conklin;3
1582;Aynur Akarsu;3
1583;Alice Arno;3
1584;Vicente Liwanag;3
1585;Renee Borden;3
1586;Guy Stockwell;3
1587;Guglielmo Spoletini;3
1588;Rosa María Gallardo;3
1589;Donald Woods;3
1590;Louise Glaum;3
1591;Ariadne Welter;3
1592;Ray Danton;3
1593;Betty Francisco;3
1594;June Elvidge;3
1595;Héctor Suárez;3
1596;Jack Ponder;3
1597;Denver Pyle;3
1598;Ora Carew;3
1599;Jason Robards;3
1600;Ralf Wolter;3
1601;Jack P. Pierce;3
1602;Frank Currier;3
1603;Robert Fiske;3
1604;Gene Tierney;3
1605;Louis Durham;3
1606;Jorge Luke;3
1607;Ivor McFadden;3
1608;Luisa Baratto;3
1609;Giuseppe Cardillo;3
1610;Helen Parrish;3
1611;Richard Headrick;3
1612;Antonio Casas;3
1613;Michèle Girardon;3
1614;Carlos Cardán;3
1615;Brinsley Shaw;3
1616;Veda Ann Borg;3
1617;Lucille Young;3
1618;James Kirkwood;3
1619;Tex Hill;3
1620;Nancy Saunders;3
1621;James T. Kelley;3
1622;David Butler;3
1623;Frederick Lee;3
1624;Ernest Hilliard;3
1625;Joan Taylor;3
1626;Peggy Shaw;3
1627;Ethel Shannon;3
1628;Morgan Davis;3
1629;Hugh Marlowe;3
1630;Gina Romand;3
1631;Frank Baker;3
1632;Wesley Barry;3
1633;Richard Emory;3
1634;Marjorie Bonner;3
1635;Walter Reed;3
1636;Will Rogers Jr.;3
1637;Robert Sterling;3
1638;Brent Kublick;3
1639;Bud Spencer;3
1640;Gary Grimes;3
1641;Violet Palmer;3
1642;George Kennedy;3
1643;Lamar Johnstone;3
1644;Edward Keane;3
1645;Shirley Grey;3
1646;Andrea Giordana;3
1647;Rosa María Vázquez;3
1648;Francis Powers;3
1649;Richard Carlson;3
1650;Sugar Dawn;3
1651;Elinor Field;3
1652;B. Reeves Eason Jr.;3
1653;Lloyd Bacon;3
1654;Miguel Ángel Ferriz;3
1655;Hal Price;3
1656;Frank Ferguson;3
1657;Norman Willis;3
1658;Bessie Eyton;3
1659;Henry Silva;3
1660;John Marley;3
1661;Pat Brady;3
1662;Joseph Calleia;3
1663;Genevieve Blinn;3
1664;Leonor Llausás;3
1665;Stanley Brown;3
1666;Joan Weldon;3
1667;Hayward Mack;3
1668;Dan Haggerty;3
1669;Steve McQueen;3
1670;Jackie Cooper;3
1671;June Gale;3
1672;Eric Roberts;3
1673;Marion Burns;3
1674;Sofía Álvarez;3
1675;Tom Kennedy;3
1676;Gordon De Main;3
1677;Freddy Fernández;3
1678;George Holt;3
1679;Gordon Griffith;3
1680;Gene Alsace;3
1681;Don Wilson;3
1682;Fred Beir;3
1683;Darby Hinton;3
1684;Hugh Sanders;3
1685;Valerie French;3
1686;Ali Sen;3
1687;Lawford Davidson;3
1688;Franz Hofmann;3
1689;Stephen Forsyth;3
1690;Matt McCoy;3
1691;Naomi Judge;3
1692;José Gálvez;3
1693;Abby Dalton;3
1694;Charly Bravo;3
1695;Feri Cansel;3
1696;Conrado San Martín;3
1697;Armando Acosta;3
1698;Peter Brown;3
1699;Evi Marandi;3
1700;Georgia Hale;3
1701;Arzu Okay;3
1702;Karen Steele;3
1703;John Derek;3
1704;Carolina Cotton;3
1705;Johnny Ray Gibbs;3
1706;Lucy Beaumont;3
1707;Carroll Nye;3
1708;Donald Sutherland;3
1709;Joe Bonomo;3
1710;Stanley Taylor;3
1711;Adele Jergens;3
1712;William Talman;3
1713;Marie Walcamp;3
1714;Kit Guard;3
1715;Montagu Love;3
1716;Donald Reed;3
1717;Herbert Prior;3
1718;Anthony Caruso;3
1719;Shelley Winters;3
1720;George B. Williams;3
1721;John Beck;3
1722;Rodolfo Acosta;3
1723;Janice Rule;3
1724;Claudia Cardinale;3
1725;Walt Whitman;3
1726;Sheila Ryan;3
1727;William Ching;3
1728;Conway Tearle;3
1729;Mae Giraci;3
1730;Garry O'Dell;3
1731;Maureen O'Hara;3
1732;Charles Avery;3
1733;Rick Guinn;3
1734;Frank Faylen;3
1735;Jane Miller;3
1736;El Brendel;3
1737;Carla Balenda;3
1738;Stanley Price;3
1739;George Davis;3
1740;Helena Carter;3
1741;Lou Diamond Phillips;3
1742;Sema Yaprak;3
1743;Maggie de la Riva;3
1744;Albert Prisco;3
1745;William Royle;3
1746;Glenn Saxson;3
1747;Victor McLaglen;3
1748;Charles O'Malley;3
1749;Leon Beaumon;3
1750;Roberto Camardiel;3
1751;Harry Harvey;3
1752;Carmelita Geraghty;3
1753;Betty Bronson;3
1754;Rebel;3
1755;Christian Slater;3
1756;Bert Lytell;3
1757;Bruno Piergentili;3
1758;Patricia Rivera;3
1759;Betty Carter;3
1760;Michael Ansara;3
1761;Martin Cichy;3
1762;Susan Cabot;3
1763;Anne Schaefer;3
1764;Héctor Godoy;3
1765;Ettore Manni;3
1766;Thomas Delmar;3
1767;James Griffith;3
1768;Mónica Randall;3
1769;Charles Middleton;3
1770;Aldo Monti;3
1771;Robert Cain;3
1772;Ann May;3
1773;Jerome Courtland;3
1774;Carlos Rotzinger;3
1775;Kenneth Copeland;3
1776;Kane Richmond;3
1777;Nicoletta Machiavelli;3
1778;Harry De Vere;3
1779;Jack Rube Clifford;3
1780;Randy Travis;3
1781;Perla Cristal;3
1782;Ken Blount;3
1783;John Laurenz;3
1784;Folco Lulli;3
1785;Angelo Ventura;3
1786;George Webb;3
1787;Lou Fulton;3
1788;June Martel;3
1789;Eva Thatcher;3
1790;Archie Ricks;3
1791;Akim Tamiroff;3
1792;Mirelly Taylor;3
1793;Albert MacQuarrie;3
1794;Virginia Carroll;3
1795;Pauline Starke;3
1796;Virginia Belmont;3
1797;Polly Ann Young;3
1798;Frank Ball;4
1799;Jack Anthony;4
1800;Clifford Davidson;4
1801;Beverly Garland;4
1802;Mathilde Brundage;4
1803;Alan Roscoe;4
1804;Gale Storm;4
1805;Betty Compson;4
1806;Fred Williamson;4
1807;Jessie Arnold;4
1808;Sam Nelson;4
1809;Neil Hamilton;4
1810;Merry Anders;4
1811;Richard Wyler;4
1812;Ranger Bill Miller;4
1813;Jean Louis;4
1814;Luis Aragón;4
1815;Attilio Dottesio;4
1816;J. Frank Glendon;4
1817;James Gordon;4
1818;John Carroll;4
1819;D. Mitsoras;4
1820;George A. McDaniel;4
1821;Müjgan Agrali;4
1822;Katy Jurado;4
1823;Steve Darrell;4
1824;Gregorio Casal;4
1825;Virginia True Boardman;4
1826;Bert Hadley;4
1827;Richard Fiske;4
1828;Douglas Evans;4
1829;Arthur Hunnicutt;4
1830;James Seay;4
1831;Mahlon Hamilton;4
1832;Tony Vieira;4
1833;Bruce Dern;4
1834;Joseph Cotten;4
1835;Allan Sears;4
1836;Harry Shannon;4
1837;Donald Crisp;4
1838;Richard Carlyle;4
1839;Guido Lollobrigida;4
1840;Walter Maly;4
1841;Frank Braidwood;4
1842;William Fawcett;4
1843;Nita Cavalier;4
1844;Silver King the Horse;4
1845;Jesús Puente;4
1846;John T. Prince;4
1847;Jack Rockwell;4
1848;Claire McDowell;4
1849;Antrim Short;4
1850;Süha Dogan;4
1851;James Caan;4
1852;Evelyn Selbie;4
1853;Evelyn Brent;4
1854;Linda Cristal;4
1855;Lola Albright;4
1856;Christine Larson;4
1857;Hector V. Sarno;4
1858;Behçet Nacar;4
1859;N.E. Hendrix;4
1860;Faith Domergue;4
1861;Dencio Padilla;4
1862;Claude Akins;4
1863;Ivan Rassimov;4
1864;Edna Murphy;4
1865;Harry McCabe;4
1866;Martha Elena Cervantes;4
1867;Jean Parker;4
1868;George Siegmann;4
1869;Trevor Bardette;4
1870;Ben Hendricks Jr.;4
1871;Giuseppe Addobbati;4
1872;Harry Carey Jr.;4
1873;Margaret Landis;4
1874;Marcia Henderson;4
1875;Bryant Washburn;4
1876;Laura La Plante;4
1877;Ralph Peters;4
1878;Peter Fonda;4
1879;Johnny Carpenter;4
1880;Jack Buetel;4
1881;Joyce Bryant;4
1882;Burl Ives;4
1883;Katherine MacDonald;4
1884;William Adams;4
1885;Clara Horton;4
1886;Cathleen Calhoun;4
1887;Julie Bishop;4
1888;Tony Ferrer;4
1889;Mary Anderson;4
1890;Beth Darlington;4
1891;Leonard Penn;4
1892;Barbara Bedford;4
1893;Ted de Corsia;4
1894;Andrew Robson;4
1895;Dennis O'Keefe;4
1896;Lucien Littlefield;4
1897;Grace Cunard;4
1898;James Robert Chandler;4
1899;Richard Alexander;4
1900;José Calvo;4
1901;Charlotte Stevens;4
1902;Ruth Hall;4
1903;Edith Yorke;4
1904;Regis Toomey;4
1905;Harry Cording;4
1906;Julie London;4
1907;Betty Goodwin;4
1908;Götz George;4
1909;Cesar Ramirez;4
1910;James Millican;4
1911;Max Asher;4
1912;Eddie Parker;4
1913;Carol Lane;4
1914;S.E. Jennings;4
1915;Peter Graves;4
1916;Joyce Compton;4
1917;Julie Duncan;4
1918;Vivian Bay;4
1919;Aline Goodwin;4
1920;Livio Lorenzon;4
1921;Jack House;4
1922;Frank Beal;4
1923;Alma Delia Fuentes;4
1924;Romy Diaz;4
1925;Rosario Gálvez;4
1926;Gaston Glass;4
1927;Lionel Stander;4
1928;Edd Byrnes;4
1929;Robert Fuller;4
1930;Claudio Camaso;4
1931;Carmelita González;4
1932;Franco Lantieri;4
1933;Wolfheart the Dog;4
1934;Rebecca;4
1935;Rogelio Guerra;4
1936;Errol Flynn;4
1937;Dane Clark;4
1938;Joan Woodbury;4
1939;Frank Lackteen;4
1940;William Malan;4
1941;Nieves Navarro;4
1942;George A. Williams;4
1943;Jose Romulo;4
1944;Roy D'Arcy;4
1945;Loredana Nusciak;4
1946;Chris-Pin Martin;4
1947;Sam De Grasse;4
1948;Phil Gastrock;4
1949;Tomas Milian;4
1950;Lloyd Nolan;4
1951;Hayden Stevenson;4
1952;Barbara Worth;4
1953;Massimo Serato;4
1954;Frankie Lee;4
1955;Andrea Bosic;4
1956;Billie Dove;4
1957;William Powell;4
1958;Charles Drake;4
1959;Jody McCrea;4
1960;Audrey Totter;4
1961;Giovanni Cianfriglia;4
1962;Estelita Rodriguez;4
1963;Buddy Ebsen;4
1964;Douglas Fowley;4
1965;Martin Sheen;4
1966;Ben Hill;4
1967;Manuel Dondé;4
1968;Edward Earle;4
1969;Mary Brian;4
1970;Gertrude Short;4
1971;Lola Beltrán;4
1972;Dennis Morgan;4
1973;Fred Malatesta;4
1974;Leo Willis;4
1975;Skip Homeier;4
1976;Lance Fuller;4
1977;José Nieto;4
1978;Al Terry;4
1979;Jeanne Crain;4
1980;William Elmer;4
1981;Milton Brown;4
1982;Figen Han;4
1983;Alice Calhoun;4
1984;John B. O'Brien;4
1985;Cris Huerta;4
1986;Ángel Infante;4
1987;Lulú Parga;4
1988;W.H. Bainbridge;4
1989;Eddie Gribbon;4
1990;William Pike;4
1991;Luke Askew;4
1992;Stewart Granger;4
1993;Tom B. Forman;4
1994;Michael Horse;4
1995;Tony Kendall;4
1996;Narciso Busquets;4
1997;Pascual García Peña;4
1998;Sally Blane;4
1999;Angie Dickinson;4
2000;John Ericson;4
2001;Pat O'Malley;4
2002;Joe Sison;4
2003;Margery Wilson;4
2004;Terence Hill;4
2005;Guillermo Cramer;4
2006;Guy Kibbee;4
2007;David Silva;4
2008;Jimmy Rogers;4
2009;Yildirim Gencer;4
2010;Christopher Bowman;4
2011;Richard Webb;4
2012;Ty Hardin;4
2013;Raymond Burr;4
2014;Sterling Holloway;4
2015;Recep Filiz;4
2016;Hayati Hamzaoglu;4
2017;Dorothea Wolbert;4
2018;William Stowell;4
2019;Charlotte Pierce;4
2020;Gordon Clifford;4
2021;Joan Leslie;4
2022;John Gilbert;4
2023;Eileen Percy;4
2024;Mabel Van Buren;4
2025;Joseph Estrada;4
2026;Trace Adkins;4
2027;Gian Maria Volontè;4
2028;George C. Pearce;4
2029;June Marlowe;4
2030;Bruce Cabot;4
2031;Mary Mayberry;4
2032;Aggie Herring;4
2033;Betty Jewel;4
2034;Mickey Hargitay;4
2035;Jack Nicholson;4
2036;George Irving;4
2037;Richard Cramer;4
2038;Edward Norris;4
2039;Juanita Hansen;4
2040;Winifred Westover;4
2041;Tom Berenger;4
2042;Edgar Dearing;4
2043;Frederick Dana;4
2044;The Texas Playboys;4
2045;Bobby Clack;4
2046;George Field;4
2047;José Chávez;4
2048;Kathlyn Williams;4
2049;Rin Tin Tin;4
2050;Alfredo Leal;4
2051;Leonard Mann;4
2052;Jean Carmen;4
2053;Raf Baldassarre;4
2054;Antonio Sabato;4
2055;Phillip Reed;4
2056;Wendell Corey;4
2057;Vivian Rich;4
2058;George Houston;4
2059;Robert Conville;4
2060;Lina Basquette;4
2061;Kay Hughes;4
2062;William Lowery;4
2063;John Smith;4
2064;Scout the Horse;4
2065;Addison Richards;4
2066;Steve Cochran;4
2067;Rosa Gore;4
2068;Gayne Whitman;4
2069;Derelys Perdue;4
2070;Howard Ross;4
2071;Dorothy Sebastian;4
2072;Muzaffer Tema;4
2073;Winifred Landis;4
2074;Malisa Longo;4
2075;Gloria Hope;4
2076;Helen Talbot;4
2077;Jeff Shea;4
2078;Vera Miles;4
2079;Boris Karloff;4
2080;June Storey;4
2081;Patricia Nieto;4
2082;Edith Johnson;4
2083;Elena Verdugo;4
2084;Lauro Delgado;4
2085;Mark Fenton;4
2086;Yul Brynner;4
2087;Marie Burton;4
2088;David Brian;4
2089;Martha Mattox;4
2090;John Lince;4
2091;Albert Dekker;4
2092;Miguel Aceves Mejía;4
2093;Fred Gamble;4
2094;Mark Stevens;4
2095;Peter M. Thompson;4
2096;Fess Parker;4
2097;Monte Collins;4
2098;Martin Marfil;4
2099;Belle Bennett;4
2100;Maria Pia Conte;4
2101;Robert 'Buzz' Henry;4
2102;Sergio Ciani;4
2103;Lola Todd;4
2104;Jon Hall;4
2105;Kris Kristofferson;4
2106;Gary Gray;5
2107;George F. Marion;5
2108;Wanda Hendrix;5
2109;Dyanik Zurakowska;5
2110;Adele Mara;5
2111;Otto Hoffman;5
2112;Marianne Koch;5
2113;Ralph McCullough;5
2114;Anne Baxter;5
2115;Rosalba Neri;5
2116;Alexis Smith;5
2117;Anna Q. Nilsson;5
2118;Frank Latimore;5
2119;Harry Belmour;5
2120;Leo Anchóriz;5
2121;Alberto Farnese;5
2122;Frank Mayo;5
2123;Nesrin Kaptan;5
2124;Jack Mulhall;5
2125;Otto Nelson;5
2126;Bob Wills;5
2127;Charles Ray;5
2128;Kathryn McGuire;5
2129;Edwin B. Tilton;5
2130;Ben Cooper;5
2131;Gilbert M. 'Broncho Billy' Anderson;5
2132;Jay Hunt;5
2133;Jane Adams;5
2134;Dorothy Dix;5
2135;Zaldy Zshornack;5
2136;William Haade;5
2137;Jack Dougherty;5
2138;Hugh Prosser;5
2139;Merle Fernandez;5
2140;Nebahat Çehre;5
2141;Ruth Clifford;5
2142;Karl Malden;5
2143;Lucile Browne;5
2144;Joe De La Cruz;5
2145;Virginia Herrick;5
