Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;excoords;q;xcoord;ycoord
862;1094;Aldesa Construcciones Polska sp. z o.o., Warszawa;4120;421901;8651;Warszawa, PL;52.231924 21.006727;PL,PL;52.205422;20.980204
863;845;Alupol Pakaging sp. z o.o., Tychy;2221;421648;51927;Tychy, PL;50.124731 18.986993;PL,PL;50.136141;18.988699
864;453;Eiffage Polska Budownictwo SA, Warszawa;4120;421271;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.228085;21.053390
865;876;Blachotrapez sp. z o.o., Rabka-Zdrój;4673;421088;8932;Rabka-Zdrój, PL;49.607666 19.962258;PL,PL;49.608091;19.963739
866;803;Homanit Polska sp. z o.o. sp.k., Karlino;1621;421067;67049;Karlino, PL;54.041029 15.879302;PL,PL;54.042989;15.880835
867;892;MCCain Poland sp. z o.o., Strzelin;1031;420948;42605;Strzelin, PL;50.780728 17.069683;PL,PL;50.776852;17.069105
868;980;XTG SA, Wrocław;4652;420029;539;Wrocław, PL;51.108978 17.032669;PL,PL;51.096698;17.037366
869;860;Piekarnia Oskroba sp. z o.o., Celestynów;1071;419833;62095;Celestynów, PL;50.563386 23.62358;PL,PL;50.561558;23.621104
870;861;Firma Rogala sp. z o.o., Bobowa;4711;418784;5093;Bobowa, PL;51.779432 19.410105;PL,PL;51.779466;19.407323
871;844;A. Schulman sp. z o.o., Warszawa;4675;418601;15548;Warszawa, PL;52.231924 21.006727;PL,PL;52.179796;21.006831
872;771;Polskapresse sp. z o.o., Warszawa;5813;417634;-6650;Warszawa, PL;52.231924 21.006727;PL,PL;52.247945;21.018907
873;788;Dyckerhoff Polska sp. z o.o., Sitkówka-Nowiny;2351;417132;58928;Sitkówka-Nowiny, PL;50.820132 20.544644;PL,PL;50.818258;20.546562
874;956;DCT Gdańsk SA, Gdańsk;5224;417109;182862;Gdańsk, PL;54.347628 18.645203;PL,PL;54.343678;18.647926
875;822;Bos Automotive Products Polska sp. z o.o., Tychy;2932;416900;29089;Tychy, PL;50.124731 18.986993;PL,PL;50.119081;18.996452
876;791;Polcopper sp. z o.o., Przysieka Polska;4677;416361;3062;Przysieka Polska, PL;52.029182 16.593151;Polska,;52.029388;16.590110
877;857;Hanplast sp. z o.o., Bydgoszcz;2222;416075;10440;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.131514;18.004189
878;889;DSM Nutritional Products sp. z o.o., Mszczonów;1091;415825;9327;Mszczonów, PL;51.974031 20.512668;PL,PL;51.975498;20.511342
879;838;OMD sp. z o.o., Warszawa;7312;414923;4689;Warszawa, PL;52.231924 21.006727;PL,PL;52.206332;21.055117
880;867;Exatel SA, Warszawa;6110;413417;-20606;Warszawa, PL;52.231924 21.006727;PL,PL;52.248386;20.951073
881;835;Polbruk SA, Gdańsk;2361;413356;29500;Gdańsk, PL;54.347628 18.645203;PL,PL;54.348284;18.648834
882;992;Grodno sp. z o.o., Michałów-Grabina;4690;413093;7939;Michałów-Grabina, PL;52.362976 21.01668;PL,PL;52.362923;21.014335
883;910;Andreas Stihl sp. z o.o., Tarnowo Podgórne;4690;412720;51413;Tarnowo Podgórne, PL;52.465745 16.666445;Podgórne,;52.469628;16.669631
884;;Tasomix sp. z o.o., Biskupice Ołoboczne;1091;412592;16278;Biskupice Ołoboczne, PL;51.67683 17.9448;Ołoboczne,;51.674620;17.945351
885;737;Goodrich Aerospace Poland, sp. z o.o., Krosno;2812;412206;31440;Krosno, PL;49.693807 21.765151;PL,PL;49.697538;21.765015
886;811;Mindshare Polska sp. z o.o., Warszawa;7312;411126;-2087;Warszawa, PL;52.231924 21.006727;PL,PL;52.228412;21.067370
887;816;Geberit Produkcja sp. z o.o., Koło;2342;410239;16337;Koło, PL;-28.433225 -65.732599;PL,PL;-28.437913;-65.734054
888;765;PHU Europa SA, Słubice;5610;410080;3110;Słubice, PL;52.350949 14.561437;PL,PL;52.349185;14.559473
889;712;Siemens Healthcare sp. z o.o., Warszawa;4646;409899;27769;Warszawa, PL;52.231924 21.006727;PL,PL;52.236135;20.975621
890;782;Lubfarm SA, Lublin;4646;409750;930;Lublin, PL;51.231292 22.568964;PL,PL;51.238073;22.566172
891;1932;Milarex sp. z o.o., Słupsk;1020;409525;22219;Słupsk, PL;54.464933 17.028073;PL,PL;54.463685;17.029793
892;941;IDS-Bud SA, Warszawa;4120;408977;12865;Warszawa, PL;52.231924 21.006727;PL,PL;52.230991;20.961539
893;906;Instal Kraków SA GK, Kraków;4120;408365;12138;Kraków, PL;50.064529 19.983206;PL,PL;50.086797;19.974547
894;1030;Firma Handlowa Motorol sj, Kraków;4531;408311;39148;Kraków, PL;50.064529 19.983206;PL,PL;50.065738;19.997842
895;821;ZIKO Apteki sp. z o.o., Kraków;4773;408092;4069;Kraków, PL;50.064529 19.983206;PL,PL;50.069416;20.000566
896;858;Tikkurila Polska SA, Dębica;2030;408042;30867;Dębica, PL;50.05131 21.41085;PL,PL;50.052319;21.408575
897;1048;VGL Group sp. z o.o., Gdynia;5221;407869;12951;Gdynia, PL;54.451129 18.323977;PL,PL;54.438082;18.317002
898;1017;Porta KMI Poland sp. z o.o. sp.k., Bolszewo;1623;406746;b.d.;Bolszewo, PL;54.61685 18.17654;PL,PL;54.619994;18.175583
899;975;Natur Produkt Zdrovit sp. z o.o., Warszawa;4646;406395;59726;Warszawa, PL;52.231924 21.006727;PL,PL;52.267630;20.978458
900;1131;Scholz Polska sp. z o.o., Będzin;3821;406026;9157;Będzin, PL;50.323079 19.13222;PL,PL;50.323449;19.136910
901;817;Jobon sp. z o.o., Zwierzyniec;4647;405985;13780;Zwierzyniec, PL;50.612099 22.970394;PL,PL;50.613945;22.968590
902;853;Ceva Logistics Poland sp. z o.o., Warszawa;5210;405389;10169;Warszawa, PL;52.231924 21.006727;PL,PL;52.224245;20.982287
903;935;Gruplast Gruba sp.j., Kołbiel;2222;405309;7021;Kołbiel, PL;52.064881 21.480417;PL,PL;52.063947;21.481214
904;1320;Aryzta Polska sp. z o.o., Grodzisk Mazowiecki;1071;404740;42539;Grodzisk Mazowiecki, PL;52.106622 20.631344;Mazowiecki,;52.111713;20.634125
